name,url,category,description
Ampulla,https://en.wikipedia.org/wiki/Rectal_ampulla,List of intestinal diseases,"

"
taenia coli,https://en.wikipedia.org/wiki/Taenia_coli,List of intestinal diseases,"The taeniae coli (also teniae coli or tenia coli) are three separate longitudinal ribbons (taeniae meaning ribbon in Latin) of smooth muscle on the outside of the ascending, transverse, descending and sigmoid colons. They are visible and can be seen just below the serosa or fibrosa. There are three teniae coli: mesocolic, free and omental taeniae coli. The teniae coli contract lengthwise to produce the haustra, the bulges in the colon.
"
Microfold cells,https://en.wikipedia.org/wiki/Microfold_cell,List of intestinal diseases,"Microfold cells (or M cells) are found in the gut-associated lymphoid tissue (GALT) of the Peyer's patches in the small intestine, and in the mucosa-associated lymphoid tissue (MALT) of other parts of the gastrointestinal tract. These cells are known to initiate mucosal immunity responses on the apical membrane of the M cells and allow for transport of microbes and particles across the epithelial cell layer from the gut lumen to the lamina propria where interactions with immune cells can take place.[1]
"
haustra,https://en.wikipedia.org/wiki/Haustrum_(anatomy),List of intestinal diseases,"The haustra (sg.: haustrum) of the colon are the small pouches caused by sacculation (sac formation), which give the colon its segmented appearance. The teniae coli run the length of the colon. A proposed explanation for the existence of haustra is that the colon becomes sacculated between the teniae coli because the taenia coli are shorter than the colon. However, it is now more commonly accepted that the haustra form because of enteric nervous system activity.[1]
"
Peyer's patches,https://en.wikipedia.org/wiki/Peyer%27s_patch,List of intestinal diseases,"Peyer's patches or aggregated lymphoid nodules are organized lymphoid follicles, named after the 17th-century Swiss anatomist Johann Conrad Peyer.[1]  They are an important part of gut associated lymphoid tissue usually found in humans in the lowest portion of the small intestine, mainly in the distal jejunum and the ileum, but also could be detected in the duodenum.[2]
"
Splenic flexure,https://en.wikipedia.org/wiki/Splenic_flexure,List of intestinal diseases,"In the anatomy of the human digestive tract, there are two colic flexures, or curvatures in the transverse colon. The right colic flexure is also known as the hepatic flexure, and the left colic flexure is also known as the splenic flexure.[1]
"
Hepatic flexure,https://en.wikipedia.org/wiki/Hepatic_flexure,List of intestinal diseases,"In the anatomy of the human digestive tract, there are two colic flexures, or curvatures in the transverse colon. The right colic flexure is also known as the hepatic flexure, and the left colic flexure is also known as the splenic flexure.[1]
"
Ileocecal valve,https://en.wikipedia.org/wiki/Ileocecal_valve,List of intestinal diseases,"The ileocecal valve[a] is a sphincter muscle valve that separates the small intestine and the large intestine.[1] Its critical function is to limit the reflux of colonic contents into the ileum.[2] Approximately two liters of fluid enters the colon daily through the ileocecal valve.
"
Transverse folds,https://en.wikipedia.org/wiki/Transverse_folds_of_rectum,List of intestinal diseases,"The transverse folds of rectum (or Houston's valves or the valves of Houston) are semi-lunar transverse folds of the  rectal wall that protrude into the rectum, not the anal canal as that lies below the rectum. Their use seems to be to support the weight of fecal matter, and prevent its urging toward the anus, which would produce a strong urge to defecate. Although the term rectum means straight, these transverse folds overlap each other during the empty state of the intestine to such an extent that, as Houston remarked, they require considerable maneuvering to conduct an instrument along the canal, as often occurs in sigmoidoscopy and colonoscopy.
"
epiploic appendix,https://en.wikipedia.org/wiki/Epiploic_appendix,List of intestinal diseases,"The epiploic appendices (or appendices epiploicae, or epiploic appendages, or appendix epiploica, or omental appendices) are small pouches of the peritoneum filled with fat and situated along the colon, but are absent in the rectum.
"
Minor duodenal papilla,https://en.wikipedia.org/wiki/Minor_duodenal_papilla,List of intestinal diseases,"The minor duodenal papilla is the opening of the accessory pancreatic duct into the descending second section of the duodenum.
"
Duodenojejunal flexure,https://en.wikipedia.org/wiki/Duodenojejunal_flexure,List of intestinal diseases,"The duodenojejunal flexure or duodenojejunal junction, also known as the angle of Treitz,[1][2] is the border between the duodenum and the jejunum.
"
Paneth cells,https://en.wikipedia.org/wiki/Paneth_cell,List of intestinal diseases,"Paneth cells are cells in the small intestine epithelium, alongside goblet cells, enterocytes, and enteroendocrine cells.[1] Some can also be found in the cecum and appendix. They are located below the intestinal stem cells in the intestinal glands (also called crypts of Lieberkühn) and the large eosinophilic refractile granules that occupy most of their cytoplasm.
"
Brunner's glands,https://en.wikipedia.org/wiki/Brunner%27s_glands,List of intestinal diseases,"Brunner's glands (or duodenal glands) are compound tubuloalveolar submucosal glands found in that portion of the duodenum proximal to the hepatopancreatic sphincter (i.e sphincter of Oddi).[citation needed]
"
Enterocytes,https://en.wikipedia.org/wiki/Enterocyte,List of intestinal diseases,"Enterocytes, or intestinal absorptive cells, are simple columnar epithelial cells which line the inner surface of the small and large intestines. A glycocalyx surface coat contains digestive enzymes. Microvilli on the apical surface increase its surface area. This facilitates transport of numerous small molecules into the enterocyte from the intestinal lumen. These include broken down proteins, fats, and sugars, as well as water, electrolytes, vitamins, and bile salts. Enterocytes also have an endocrine role, secreting hormones such as leptin.
"
Suspensory muscle,https://en.wikipedia.org/wiki/Suspensory_muscle_of_duodenum,List of intestinal diseases,"
"
Major duodenal papilla,https://en.wikipedia.org/wiki/Major_duodenal_papilla,List of intestinal diseases,"The major duodenal papilla (papilla of Vater) is a rounded projection in the duodenum into which the common bile duct and pancreatic duct drain. The major duodenal papilla is, in most people, the primary mechanism for the secretion of bile and other enzymes that facilitate digestion.
"
Enteroendocrine cells,https://en.wikipedia.org/wiki/Enteroendocrine_cell,List of intestinal diseases,"Enteroendocrine cells are specialized cells of the gastrointestinal tract and pancreas with endocrine function. They produce gastrointestinal hormones or peptides in response to various stimuli and release them into the bloodstream for systemic effect, diffuse them as local messengers, or transmit them to the enteric nervous system to activate nervous responses.[1][2] Enteroendocrine cells of the intestine are the most numerous endocrine cells of the body.[3][4][5] They constitute an enteric endocrine system as a subset of the endocrine system just as the enteric nervous system is a subset of the nervous system.[6] In a sense they are known to act as chemoreceptors, initiating digestive actions and detecting harmful substances and initiating protective responses.[7][8] Enteroendocrine cells are located in the stomach, in the intestine and in the pancreas. Microbiota play key roles in the intestinal immune and metabolic responses in these enteroendocrine cells via their fermentation product (short chain fatty acid), acetate.[9]
"
Goblet cells,https://en.wikipedia.org/wiki/Goblet_cell,List of intestinal diseases,"Goblet cells are simple columnar epithelial cells that secrete gel-forming mucins, like mucin 2 in the lower gastrointestinal tract, and mucin 5AC in the respiratory  tract.[1] The goblet cells mainly use the merocrine method of secretion, secreting vesicles into a duct, but may use apocrine methods, budding off their secretions, when under stress.[2] The term goblet refers to the cell's goblet-like shape.  The apical portion is shaped like a cup, as it is distended by abundant mucus laden granules; its basal portion lacks these granules and is shaped like a stem.
"
Intestinal glands,https://en.wikipedia.org/wiki/Intestinal_gland,List of intestinal diseases,"In histology, an intestinal gland (also crypt of Lieberkühn and intestinal crypt) is a gland found in between villi in the intestinal epithelial lining of the small intestine and large intestine (or colon). The glands and intestinal villi are covered by epithelium, which contains multiple types of cells: enterocytes (absorbing water and electrolytes), goblet cells (secreting mucus), enteroendocrine cells (secreting hormones), cup cells, myofibroblast, tuft cells, and at the base of the gland, Paneth cells (secreting anti-microbial peptides) and stem cells.
"
Microvilli,https://en.wikipedia.org/wiki/Microvillus,List of intestinal diseases,"Microvilli (sg.: microvillus) are microscopic cellular membrane protrusions that increase the surface area for diffusion and minimize any increase in volume,[1] and are involved in a wide variety of functions, including absorption, secretion, cellular adhesion, and mechanotransduction.
"
